"StudyArea" "YearsDivided" "Habitat" "lat" "lon"
"354" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41465 5.39398
"355" "Terschelling" "1981 - 2000 " "Saltmarch" 53.4088 5.4248
"356" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.40658 5.31225
"357" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.35899 5.20725
"358" "Terschelling" "1981 - 2000 " "Open water" 53.4088 5.34962
"359" "Terschelling" "1937 - 1960" "Heathland" 53.42677 5.42482
"360" "Terschelling" "1981 - 2000 " "Heathland" 53.4088 5.39473
"361" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.38618 5.26072
"362" "Terschelling" "2001 - 2013" "Saltmarch" 53.41309 5.46163
"363" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.38762 5.25871
"364" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.39302 5.2647
"365" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.38183 5.31958
"366" "Terschelling" "1937 - 1960" "Marsh" 53.38181 5.28953
"367" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.4088 5.4248
"368" "Terschelling" "1981 - 2000 " "Marsh" 53.40875 5.27443
"369" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.38401 5.24068
"370" "Terschelling" "1981 - 2000 " "Marsh" 53.38391 5.20139
"371" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41644 5.41353
"372" "Terschelling" "1981 - 2000 " "Open water" 53.4088 5.34962
"373" "Terschelling" "1981 - 2000 " "Heathland" 53.39392 5.26921
"374" "Terschelling" "2001 - 2013" "Wet pionier environment" 53.36373 5.19944
"375" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.4248
"376" "Terschelling" "1937 - 1960" "Open water" 53.40875 5.27443
"377" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"378" "Terschelling" "1937 - 1960" "Dry disturbed environment" 53.38181 5.28953
"379" "Terschelling" "1961 - 1980 " "Dry disturbed environment" 53.41779 5.39473
"380" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41779 5.39473
"381" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.39071 5.21436
"382" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.39541 5.278
"383" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.39977 5.27446
"384" "Terschelling" "1981 - 2000 " "Open water" 53.38173 5.21439
"385" "Terschelling" "1961 - 1980 " "Open water" 53.40875 5.27443
"386" "Terschelling" "1981 - 2000 " "Open water" 53.35479 5.22952
"387" "Terschelling" "1981 - 2000 " "Marsh" 53.4088 5.4248
"388" "Terschelling" "2001 - 2013" "Dry disturbed environment" 53.42114 5.4568
"389" "Terschelling" "1981 - 2000 " "Heathland" 53.4088 5.39473
"390" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"391" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.39473
"392" "Terschelling" "1981 - 2000 " "Marsh" 53.36373 5.19944
"393" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.41778 5.34961
"394" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.4088 5.34962
"395" "Terschelling" "1937 - 1960" "Dry disturbed environment" 53.35477 5.2145
"396" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.39077 5.25945
"397" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.43569 5.5151
"398" "Terschelling" "1981 - 2000 " "Heathland" 53.41779 5.37969
"399" "Terschelling" "1961 - 1980 " "Wet pionier environment" 53.42677 5.42482
"400" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36775 5.18065
"401" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41779 5.39473
"402" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.41194 5.33082
"403" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.41936 5.38683
"404" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36221 5.18808
"405" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"406" "Terschelling" "1937 - 1960" "Dry disturbed environment" 53.38181 5.28953
"407" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.34962
"408" "Terschelling" "1981 - 2000 " "Saltmarch" 53.4186 5.44564
"409" "Terschelling" "1981 - 2000 " "Saltmarch" 53.41955 5.45864
"410" "Terschelling" "1981 - 2000 " "Heathland" 53.39972 5.22935
"411" "Terschelling" "1961 - 1980 " "Heathland" 53.41779 5.39473
"412" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.34962
"413" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"414" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.34962
"415" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36024 5.20617
"416" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.38669 5.22715
"417" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36347 5.20102
"418" "Terschelling" "1981 - 2000 " "Saltmarch" 53.37571 5.29479
"419" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.38195 5.21342
"420" "Terschelling" "1981 - 2000 " "Heathland" 53.4088 5.39473
"421" "Terschelling" "1961 - 1980 " "Wet pionier environment" 53.4088 5.4248
"422" "Terschelling" "1981 - 2000 " "Saltmarch" 53.40436 5.40297
"423" "Terschelling" "1981 - 2000 " "Saltmarch" 53.40878 5.46991
"424" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.42677 5.42482
"425" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41779 5.39473
"426" "Terschelling" "1937 - 1960" "Marsh" 53.4088 5.34962
"427" "Terschelling" "1961 - 1980 " "Saltmarch" 53.36378 5.22949
"428" "Terschelling" "1981 - 2000 " "Heathland" 53.37019 5.18291
"429" "Terschelling" "1937 - 1960" "Forest" 53.4088 5.34962
"430" "Terschelling" "1937 - 1960" "Marsh" 53.39974 5.24439
"431" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.42008 5.37269
"432" "Terschelling" "1981 - 2000 " "Saltmarch" 53.4251 5.44599
"433" "Terschelling" "2001 - 2013" "Saltmarch" 53.43348 5.50954
"434" "Terschelling" "1981 - 2000 " "Marsh" 53.40875 5.27443
"435" "Terschelling" "1937 - 1960" "Open water" 53.39972 5.22935
"436" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.34962
"437" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.39082 5.31957
"438" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.40309 5.3506
"439" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.40875 5.49998
"440" "Terschelling" "1981 - 2000 " "Heathland" 53.4088 5.39473
"441" "Terschelling" "1937 - 1960" "Dry disturbed environment" 53.39978 5.28949
"442" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.40875 5.27443
"443" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.42677 5.37969
"444" "Terschelling" "1981 - 2000 " "Heathland" 53.4088 5.39473
"445" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"446" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.36373 5.19944
"447" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.39974 5.24439
"448" "Terschelling" "1937 - 1960" "Marsh" 53.4088 5.4248
"449" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36348 5.2011
"450" "Terschelling" "2001 - 2013" "Saltmarch" 53.36451 5.18529
"451" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.43574 5.45492
"452" "Terschelling" "1981 - 2000 " "Marsh" 53.39972 5.22935
"453" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36373 5.19944
"454" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.40592 5.44502
"455" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.34962
"456" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.38168 5.18434
"457" "Terschelling" "2001 - 2013" "Wet pionier environment" 53.37702 5.23423
"458" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36373 5.19944
"459" "Terschelling" "1981 - 2000 " "Open water" 53.3817 5.19937
"460" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36287 5.19427
"461" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.39572 5.2692
"462" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.41777 5.45489
"463" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.34962
"464" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36373 5.19944
"465" "Terschelling" "2001 - 2013" "Saltmarch" 53.40479 5.45374
"466" "Terschelling" "1937 - 1960" "Marsh" 53.39071 5.21436
"467" "Terschelling" "1961 - 1980 " "Heathland" 53.36373 5.19944
"468" "Terschelling" "1937 - 1960" "Heathland" 53.39972 5.22935
"469" "Terschelling" "1981 - 2000 " "Open water" 53.35477 5.2145
"470" "Terschelling" "1961 - 1980 " "Heathland" 53.4088 5.34962
"471" "Terschelling" "1961 - 1980 " "Open water" 53.38178 5.25948
"472" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.36239 5.20471
"473" "Terschelling" "2001 - 2013" "Saltmarch" 53.42882 5.44618
"474" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36373 5.19944
"475" "Terschelling" "1961 - 1980 " "Wet pionier environment" 53.42676 5.43986
"476" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.3997 5.21432
"477" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36063 5.19578
"478" "Terschelling" "1961 - 1980 " "Heathland" 53.4088 5.34962
"479" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36377 5.19426
"480" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.39473
"481" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36277 5.20286
"482" "Terschelling" "1961 - 1980 " "Heathland" 53.4088 5.36465
"483" "Terschelling" "1981 - 2000 " "Heathland" 53.40875 5.27443
"484" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.34962
"485" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.41734 5.40751
"486" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.38399 5.23048
"487" "Terschelling" "1981 - 2000 " "Saltmarch" 53.42083 5.43561
"488" "Terschelling" "1937 - 1960" "Saltmarch" 53.36373 5.19944
"489" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.40878 5.30451
"490" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41644 5.39849
"491" "Terschelling" "1961 - 1980 " "Saltmarch" 53.36121 5.18799
"492" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.44028 5.499
"493" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.40976
"494" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.39473
"495" "Terschelling" "1961 - 1980 " "Heathland" 53.39979 5.30452
"496" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41779 5.40977
"497" "Terschelling" "1981 - 2000 " "Marsh" 53.36015 5.20464
"498" "Terschelling" "1981 - 2000 " "Marsh" 53.4088 5.34962
"499" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36373 5.19944
"500" "Terschelling" "1961 - 1980 " "Heathland" 53.39842 5.27371
"501" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.3552 5.19873
"502" "Terschelling" "1961 - 1980 " "Heathland" 53.39978 5.28949
"503" "Terschelling" "1981 - 2000 " "Saltmarch" 53.42111 5.46587
"504" "Terschelling" "1981 - 2000 " "Heathland" 53.41779 5.37969
"505" "Terschelling" "1937 - 1960" "Dry disturbed environment" 53.38181 5.28953
"506" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36373 5.19944
"507" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.38936 5.21361
"508" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.39794 5.29468
"509" "Terschelling" "1937 - 1960" "Marsh" 53.42677 5.42482
"510" "Terschelling" "2001 - 2013" "Saltmarch" 53.4053 5.44042
"511" "Terschelling" "2001 - 2013" "Wet pionier environment" 53.36154 5.20253
"512" "Terschelling" "1981 - 2000 " "Heathland" 53.38173 5.21439
"513" "Terschelling" "1961 - 1980 " "Heathland" 53.38186 5.21357
"514" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.4088 5.4248
"515" "Terschelling" "1961 - 1980 " "Heathland" 53.41285 5.39398
"516" "Terschelling" "1937 - 1960" "Dry disturbed environment" 53.42672 5.50003
"517" "Terschelling" "2001 - 2013" "Dry disturbed environment" 53.4208 5.48171
"518" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.36373 5.19944
"519" "Terschelling" "1961 - 1980 " "Heathland" 53.38302 5.21011
"520" "Terschelling" "1981 - 2000 " "Open water" 53.40879 5.33458
"521" "Terschelling" "1961 - 1980 " "Marsh" 53.40875 5.27443
"522" "Terschelling" "1981 - 2000 " "Open water" 53.3998 5.31956
"523" "Terschelling" "1981 - 2000 " "Open water" 53.39816 5.38623
"524" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36371 5.18442
"525" "Terschelling" "1961 - 1980 " "Heathland" 53.4088 5.40976
"526" "Terschelling" "1937 - 1960" "Heathland" 53.39977 5.27446
"527" "Terschelling" "1961 - 1980 " "Heathland" 53.39974 5.24439
"528" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.4088 5.34962
"529" "Terschelling" "1937 - 1960" "Saltmarch" 53.42677 5.42482
"530" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41824 5.38495
"531" "Terschelling" "1937 - 1960" "Dry disturbed environment" 53.3728 5.2595
"532" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"533" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"534" "Terschelling" "1961 - 1980 " "Open water" 53.36383 5.27455
"535" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.41554 5.40902
"536" "Terschelling" "1981 - 2000 " "Marsh" 53.36096 5.20416
"537" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.4248
"538" "Terschelling" "2001 - 2013" "Saltmarch" 53.41568 5.43684
"539" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41195 5.38495
"540" "Terschelling" "1961 - 1980 " "Saltmarch" 53.36373 5.19944
"541" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36181 5.20376
"542" "Terschelling" "1981 - 2000 " "Heathland" 53.40858 5.36683
"543" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.34962
"544" "Terschelling" "1981 - 2000 " "Saltmarch" 53.40259 5.38712
"545" "Terschelling" "1937 - 1960" "Open water" 53.36376 5.21447
"546" "Terschelling" "1981 - 2000 " "Heathland" 53.4088 5.39473
"547" "Terschelling" "1981 - 2000 " "Marsh" 53.39406 5.27199
"548" "Terschelling" "1937 - 1960" "Heathland" 53.39974 5.24439
"549" "Terschelling" "1961 - 1980 " "Heathland" 53.37276 5.22945
"550" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36373 5.19944
"551" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.3998 5.31956
"552" "Terschelling" "1961 - 1980 " "Wet pionier environment" 53.4088 5.4248
"553" "Terschelling" "1961 - 1980 " "Marsh" 53.38231 5.21191
"554" "Terschelling" "1981 - 2000 " "Marsh" 53.37269 5.18438
"555" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.41719 5.44702
"556" "Terschelling" "1981 - 2000 " "Open water" 53.38184 5.33461
"557" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.39975 5.25942
"558" "Terschelling" "1937 - 1960" "Heathland" 53.39071 5.21436
"559" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36373 5.19944
"560" "Terschelling" "1981 - 2000 " "Marsh" 53.36077 5.20471
"561" "Terschelling" "1937 - 1960" "Marsh" 53.39974 5.24439
"562" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36376 5.21447
"563" "Terschelling" "1981 - 2000 " "Heathland" 53.4088 5.39473
"564" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36025 5.20373
"565" "Terschelling" "1981 - 2000 " "Heathland" 53.36763 5.19094
"566" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"567" "Terschelling" "1961 - 1980 " "Heathland" 53.38186 5.21372
"568" "Terschelling" "1981 - 2000 " "Saltmarch" 53.42991 5.43008
"569" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.41154 5.34112
"570" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.34962
"571" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"572" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.4248
"573" "Terschelling" "2001 - 2013" "Marsh" 53.35899 5.20685
"574" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.39238 5.24004
"575" "Terschelling" "1981 - 2000 " "Saltmarch" 53.42676 5.4549
"576" "Terschelling" "1981 - 2000 " "Dry disturbed environment" 53.39981 5.34962
"577" "Terschelling" "1937 - 1960" "Open water" 53.40875 5.27443
"578" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.41018 5.31661
"579" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.41154 5.35946
"580" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36373 5.19944
"581" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.4248
"582" "Terschelling" "1981 - 2000 " "Marsh" 53.4088 5.34962
"583" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.40925 5.37743
"584" "Terschelling" "1981 - 2000 " "Marsh" 53.39977 5.27446
"585" "Terschelling" "1961 - 1980 " "Open water" 53.4088 5.34962
"586" "Terschelling" "1981 - 2000 " "Saltmarch" 53.43261 5.46274
"587" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.37496 5.19864
"588" "Terschelling" "2001 - 2013" "Brushwood" 53.40299 5.34955
"589" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36277 5.20286
"590" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.42093 5.39999
"591" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41779 5.40977
"592" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"593" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36373 5.19944
"594" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.3997 5.21432
"595" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.36356 5.20246
"596" "Terschelling" "1981 - 2000 " "Saltmarch" 53.44279 5.52322
"597" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.38173 5.21439
"598" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"599" "Terschelling" "1961 - 1980 " "Marsh" 53.4088 5.4248
"600" "Terschelling" "1937 - 1960" "Marsh" 53.40879 5.33458
"601" "Terschelling" "2001 - 2013" "Heathland" 53.36373 5.19944
"602" "Terschelling" "1981 - 2000 " "Heathland" 53.41199 5.40864
"603" "Terschelling" "1981 - 2000 " "Heathland" 53.41379 5.38503
"604" "Terschelling" "2001 - 2013" "Saltmarch" 53.43272 5.48503
"605" "Terschelling" "1981 - 2000 " "Heathland" 53.41352 5.38698
"606" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.40875 5.27443
"607" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.3602 5.20622
"608" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.4248
"609" "Terschelling" "1981 - 2000 " "Open water" 53.37276 5.22945
"610" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.42677 5.42482
"611" "Terschelling" "1981 - 2000 " "Heathland" 53.39981 5.33459
"612" "Terschelling" "2001 - 2013" "Saltmarch" 53.44453 5.52739
"613" "Terschelling" "1981 - 2000 " "Marsh" 53.39077 5.25945
"614" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.4088 5.4248
"615" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.41779 5.39473
"616" "Terschelling" "2001 - 2013" "Forest" 53.38449 5.25805
"617" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.42677 5.39473
"618" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.4088 5.4248
"619" "Terschelling" "1937 - 1960" "Heathland" 53.39071 5.21436
"620" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"621" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.38222 5.24971
"622" "Terschelling" "2001 - 2013" "Saltmarch" 53.42253 5.43912
"623" "Terschelling" "1961 - 1980 " "Heathland" 53.38168 5.21552
"624" "Terschelling" "1961 - 1980 " "Heathland" 53.4088 5.34962
"625" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.4248
"626" "Terschelling" "1937 - 1960" "Heathland" 53.39071 5.21436
"627" "Terschelling" "1937 - 1960" "Saltmarch" 53.40879 5.43984
"628" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36373 5.19944
"629" "Terschelling" "1981 - 2000 " "Marsh" 53.36325 5.18067
"630" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41644 5.41353
"631" "Terschelling" "1981 - 2000 " "Dry disturbed environment" 53.38184 5.33461
"632" "Terschelling" "1981 - 2000 " "Saltmarch" 53.37423 5.29535
"633" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.42183 5.39849
"634" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.44117 5.49518
"635" "Terschelling" "1981 - 2000 " "Marsh" 53.35896 5.20682
"636" "Terschelling" "1937 - 1960" "Open water" 53.40875 5.27443
"637" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.38173 5.21439
"638" "Terschelling" "1937 - 1960" "Saltmarch" 53.36373 5.19944
"639" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.35477 5.2145
"640" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.39473
"641" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.4248
"642" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"643" "Terschelling" "1981 - 2000 " "Saltmarch" 53.42132 5.45637
"644" "Terschelling" "1981 - 2000 " "Heathland" 53.4088 5.39473
"645" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.41193 5.3263
"646" "Terschelling" "1981 - 2000 " "Heathland" 53.41779 5.40977
"647" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"648" "Terschelling" "1937 - 1960" "Open water" 53.3817 5.19937
"649" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.39662 5.27371
